pid	devicetype	brand	model	version	fccid	availability	whereavailable	supportedsincecommit	supportedsincerel	supportedcurrentrel	unsupported_functions	target	subtarget	packagearchitecture	bootloader	cpu	cpucores	cpumhz	flashmb	rammb	ethernet100mports	ethernetgbitports	switch	vlan	modem	commentsnetworkports	wlanhardware	wlan24ghz	wlan50ghz	wlancomments	wlandriver	detachableantennas	bluetooth	usbports	sataports	commentsusbsataports	videoports	audioports	phoneports	commentsavports	serial	serialconnectionparameters	jtag	ledcount	buttoncount	gpios	powersupply	devicepage	device_techdata	owrt_forum_topic_url	lede_forum_topic_url	forumsearch	gitsearch	wikideviurl	oemdevicehomepageurl	firmwareoemstockurl	firmwareopenwrtinstallurl	firmwareopenwrtupgradeurl	firmwareopenwrtsnapshotinstallurl	firmwareopenwrtsnapshotupgradeurl	installationmethods	commentinstallation	recoverymethods	commentrecovery	picture	comments
15677509	WiFi Router	NETGEAR	WNDR3700	v4	https://fcc.io/PY3/12100186	Discontinued		https://git.lede-project.org/?p=source.git;a=commit;h=22916814e3621dd807b0d89485ba3c60cfdf7c10	14.07	21.02.3	NULL	ar71xx-ath79	nand	mips_24kc	U-Boot	Atheros AR9344	1	560	128NAND	128	-	5	Atheros AR8327	Yes	-	1x WAN + 4x LAN	Atheros AR9582	b/g/n	a/n	2x2	ath9k	-	-	1x 2.0	-		-	-	-		Yes	?	Yes	?	?	-	12 VDC, 2.5 A	toh:netgear:wndr3700	View/Edit data	https://forum.openwrt.org/viewtopic.php?id=41094&p=17	NULL	WNDR3700	WNDR3700	https://wikidevi.wi-cat.ru/Netgear_WNDR3700v4		http://support.netgear.de/product/WNDR3700v4	https://downloads.openwrt.org/releases/21.02.3/targets/ath79/nand/openwrt-21.02.3-ath79-nand-netgear_wndr3700-v4-squashfs-factory.img	https://downloads.openwrt.org/releases/21.02.3/targets/ath79/nand/openwrt-21.02.3-ath79-nand-netgear_wndr3700-v4-squashfs-sysupgrade.bin	https://downloads.openwrt.org/snapshots/targets/ath79/nand/openwrt-ath79-nand-netgear_wndr3700-v4-squashfs-factory.img	https://downloads.openwrt.org/snapshots/targets/ath79/nand/openwrt-ath79-nand-netgear_wndr3700-v4-squashfs-sysupgrade.bin	U-Boot TFTP recovery		U-Boot TFTP recovery		media:example:genericrouter1.png	5G radio many not be detected after new install. It appeared after a power cycle.
15677510	WiFi Router	NETGEAR	WNDR3700	v5	https://fcc.io/PY3/14200275	Available 2019	amazon.com	https://git.lede-project.org/?p=source.git;a=commit;h=cb049e71cdc08e17f664403a0ef970c480ae5c4a	17.01.0	21.02.3	NULL	ramips	mt7621	mipsel_24kc	U-Boot	MediaTek MT7621ST	1	880	16	128	-	5	MediaTek MT7621ST	Yes	-	1x WAN + 4x LAN	MediaTek MT7612EN	b/g/n	a/n/ac	MIMO 2x2	mt76	-	-	1x 2.0	-		-	-	-		Yes	57600 / 8N1	No	9	3	-	12 VDC, 1.5 A	toh:netgear:wndr3700	View/Edit data	https://forum.openwrt.org/viewtopic.php?id=56737	NULL	WNDR3700	WNDR3700	https://wikidevi.wi-cat.ru/Netgear_WNDR3700v5	https://www.netgear.com/home/products/networking/wifi-routers/wndr3700.aspx	https://www.netgear.de/support/product/WNDR3700v5	https://downloads.openwrt.org/releases/21.02.3/targets/ramips/mt7621/openwrt-21.02.3-ramips-mt7621-netgear_wndr3700-v5-squashfs-factory.img	https://downloads.openwrt.org/releases/21.02.3/targets/ramips/mt7621/openwrt-21.02.3-ramips-mt7621-netgear_wndr3700-v5-squashfs-sysupgrade.bin	https://downloads.openwrt.org/snapshots/targets/ramips/mt7621/openwrt-ramips-mt7621-netgear_wndr3700-v5-squashfs-factory.img	https://downloads.openwrt.org/snapshots/targets/ramips/mt7621/openwrt-ramips-mt7621-netgear_wndr3700-v5-squashfs-sysupgrade.bin	U-Boot TFTP recovery		U-Boot TFTP recovery		media:example:genericrouter1.png	
15677514	WiFi Router	NETGEAR	WNDR4000	NULL	https://fcc.io/PY3/10400144	Discontinued		https://git.lede-project.org/?p=source.git;a=commit;h=05623aebefb8c55d40e3c6795b40ca046a8e6181	14.07	21.02.3	WiFi 5GHz	bcm47xx	mips74k	mipsel_74kc	CFE	Broadcom BCM4718	1	480	8	64	-	5	Broadcom BCM53115	Yes	-		Broadcom BCM4718	b/g/n	a/n		b43	-	-	1x 2.0	-		-	-	-		Yes	?	?	?	?	-	12 VDC, 2.5 A	toh:netgear:wndr4000	View/Edit data	NULL	NULL	WNDR4000	WNDR4000	https://wikidevi.wi-cat.ru/Netgear_WNDR4000		https://www.netgear.de/support/product/WNDR4000	https://downloads.openwrt.org/releases/21.02.3/targets/bcm47xx/mips74k/openwrt-21.02.3-bcm47xx-mips74k-netgear_wndr4000-squashfs.chk	NULL	https://downloads.openwrt.org/snapshots/targets/bcm47xx/mips74k/openwrt-bcm47xx-mips74k-netgear_wndr4000-squashfs.chk	NULL	GUI OEM		unknown		media:example:genericrouter1.png	
15677515	WiFi Router	NETGEAR	WNDR4300	v1	https://fcc.io/PY3/12100187	Discontinued		https://git.lede-project.org/?p=source.git;a=commit;h=d085aad2880f799cc09b03a3329635ad84551d3b	14.07	21.02.3	NULL	ar71xx-ath79	nand	mips_24kc	U-Boot	Atheros AR9344	1	560	128NAND	128	-	5	Atheros AR8327	Yes	-		Atheros AR9580	b/g/n	a/n	2x2	ath9k	-	-	1x 2.0	-		-	-	-		Yes	115200 / 8N1	Yes	4	2	-	12 VDC, 2.5 A	toh:netgear:wndr4300	View/Edit data	https://forum.openwrt.org/viewtopic.php?id=49189	NULL	WNDR4300	WNDR4300	https://wikidevi.wi-cat.ru/Netgear_WNDR4300v1	https://www.netgear.com/home/products/networking/wifi-routers/wndr4300.aspx	https://www.netgear.com/support/product/WNDR4300	https://downloads.openwrt.org/releases/21.02.3/targets/ath79/nand/openwrt-21.02.3-ath79-nand-netgear_wndr4300-squashfs-factory.img	https://downloads.openwrt.org/releases/21.02.3/targets/ath79/nand/openwrt-21.02.3-ath79-nand-netgear_wndr4300-squashfs-sysupgrade.bin	https://downloads.openwrt.org/snapshots/targets/ath79/nand/openwrt-ath79-nand-netgear_wndr4300-squashfs-factory.img	https://downloads.openwrt.org/snapshots/targets/ath79/nand/openwrt-ath79-nand-netgear_wndr4300-squashfs-sysupgrade.bin	U-Boot TFTP recovery		U-Boot TFTP recovery		media:example:genericrouter1.png	
15677521	WiFi Router	NETGEAR	WNDR4300	v2	https://fcc.io/PY3/14200276	Discontinued		https://git.openwrt.org/?p=openwrt/openwrt.git;a=commit;h=37a36a588a015c5f9e57c80c75670cf993955f24	21.02.0	21.02.3	NULL	ath79	nand	mips_24kc	U-Boot	Qualcomm Atheros QCA9563	1	775	2	128	-	5	Qualcomm Atheros QCA8337N	Yes	-		Qualcomm Atheros QCA9563	b/g/n	a/n		ath9k	-	-	1x 2.0	-		-	-	-		Yes	115200 / 8N1	?	10	3	-	12 VDC, 1.5 A	toh:netgear:wndr4300_v2	View/Edit data	NULL	NULL	WNDR4300	WNDR4300	https://wikidevi.wi-cat.ru/Netgear_WNDR4300v2	https://www.netgear.com/support/product/WNDR4300v2	https://www.netgear.com/support/product/WNDR4300v2	https://downloads.openwrt.org/releases/21.02.3/targets/ath79/nand/openwrt-21.02.3-ath79-nand-netgear_wndr4300-v2-squashfs-factory.img	https://downloads.openwrt.org/releases/21.02.3/targets/ath79/nand/openwrt-21.02.3-ath79-nand-netgear_wndr4300-v2-squashfs-sysupgrade.bin	https://downloads.openwrt.org/snapshots/targets/ath79/nand/openwrt-ath79-nand-netgear_wndr4300-v2-squashfs-factory.img	https://downloads.openwrt.org/snapshots/targets/ath79/nand/openwrt-ath79-nand-netgear_wndr4300-v2-squashfs-sysupgrade.bin	see devicepage	see device page to avoid bricking router.	nmrpflash		media:example:genericrouter1.png	
15677522	WiFi Router	NETGEAR	WNDR4300SW	v1	https://fcc.io/PY3/12100187	Discontinued		https://git.openwrt.org/?p=openwrt/openwrt.git;a=commit;h=9a1f4b2f83ef581edca1de6f07e0d84816610f6a	21.02.0	21.02.3	NULL	ath79	nand	mips_24kc	U-Boot	Atheros AR9344	1	560	128NAND	128	-	5	Atheros AR8327	Yes	-		Atheros AR9580	b/g/n	a/n		ath9k	-	-	1x 2.0	-		-	-	-		Yes	115200 / 8N1	Yes	4	2	-	?	toh:netgear:wndr4300	View/Edit data	NULL	NULL	WNDR4300SW	WNDR4300SW	https://wikidevi.wi-cat.ru/Netgear_WNDR4300v1		http://?	https://downloads.openwrt.org/releases/21.02.3/targets/ath79/nand/openwrt-21.02.3-ath79-nand-netgear_wndr4300sw-squashfs-factory.img	https://downloads.openwrt.org/releases/21.02.3/targets/ath79/nand/openwrt-21.02.3-ath79-nand-netgear_wndr4300sw-squashfs-sysupgrade.bin	https://downloads.openwrt.org/snapshots/targets/ath79/nand/openwrt-ath79-nand-netgear_wndr4300sw-squashfs-factory.img	https://downloads.openwrt.org/snapshots/targets/ath79/nand/openwrt-ath79-nand-netgear_wndr4300sw-squashfs-sysupgrade.bin	TFTP generic		unknown		media:netgear:wndr4300:wndr4300_front_transparent.png	Hardware wise identical to WNDR4300 v1.
15677524	WiFi Router	NETGEAR	WNDR4500	v3	https://fcc.io/PY3/14200277	Available 2020	amazon.com	https://git.openwrt.org/?p=openwrt/openwrt.git;a=commit;h=a736f394323689dbbfbe548f93e6aa620016a64a	21.02.0	21.02.3	NULL	ath79	nand	mips_24kc	U-Boot	Qualcomm Atheros QCA9563	1	750	128NAND	128	-	5	Qualcomm Atheros QCA8337N	Yes	-		Qualcomm Atheros QCA9563	b/g/n	a/n		ath9k	-	-	-	-		-	-	-		?	?	?	?	?	-	12 VDC, 1.5 A	toh:netgear:wndr4500_v3	View/Edit data	NULL	NULL	WNDR4500	WNDR4500	https://wikidevi.wi-cat.ru/Netgear_WNDR4500v3	http://?	https://www.netgear.de/support/product/WNDR4500v3.aspx	https://downloads.openwrt.org/releases/21.02.3/targets/ath79/nand/openwrt-21.02.3-ath79-nand-netgear_wndr4500-v3-squashfs-factory.img	https://downloads.openwrt.org/releases/21.02.3/targets/ath79/nand/openwrt-21.02.3-ath79-nand-netgear_wndr4500-v3-squashfs-sysupgrade.bin	https://downloads.openwrt.org/snapshots/targets/ath79/nand/openwrt-ath79-nand-netgear_wndr4500-v3-squashfs-factory.img	https://downloads.openwrt.org/snapshots/targets/ath79/nand/openwrt-ath79-nand-netgear_wndr4500-v3-squashfs-sysupgrade.bin	see devicepage	See device page to avoid bricking router.	nmrpflash	See device page for instructions	media:example:genericrouter1.png	Read install instructions carefully to avoid bricking.
15677525	WiFi Router	NETGEAR	WNDR4700	v1	https://fcc.io/PY3/11400179	Discontinued		https://git.lede-project.org/?p=source.git;a=commit;h=9e0fd1b52ad1f805a308bf6a5a13236f352fd962	17.01.0	21.02.3	NULL	apm821xx	nand	powerpc_464fp	U-Boot	AppliedMicro APM82181	1	1000	128NAND	256	-	5	Atheros AR8327N	Yes	-		Atheros AR9381	b/g/n	a/n	3x3 MIMO	ath9k	-	-	2x 3.0	1		-	-	-		Yes	?	Yes	?	5	-	12 VDC, 5.0 A	toh:netgear:wndr4700	View/Edit data	https://forum.openwrt.org/viewtopic.php?id=45592	NULL	WNDR4700	WNDR4700	https://wikidevi.wi-cat.ru/Netgear_WNDR4700	https://www.netgear.com/home/products/networking/wifi-routers/WNDR4700.aspx	https://www.netgear.com/support/product/centria%20wndr4700-4720.aspx	https://downloads.openwrt.org/releases/21.02.3/targets/apm821xx/nand/openwrt-21.02.3-apm821xx-nand-netgear_wndr4700-squashfs-factory.img	https://downloads.openwrt.org/releases/21.02.3/targets/apm821xx/nand/openwrt-21.02.3-apm821xx-nand-netgear_wndr4700-squashfs-sysupgrade.tar	https://downloads.openwrt.org/snapshots/targets/apm821xx/nand/openwrt-apm821xx-nand-netgear_wndr4700-squashfs-factory.img	https://downloads.openwrt.org/snapshots/targets/apm821xx/nand/openwrt-apm821xx-nand-netgear_wndr4700-squashfs-sysupgrade.bin	U-Boot TFTP recovery		NULL		media:example:genericrouter1.png	
15677528	WiFi Router	NETGEAR	WNR2000	v3	https://fcc.io/PY3/10200135	Discontinued		https://git.lede-project.org/?p=source.git;a=commit;h=b29b7b65eaa2f39b3ea7596fc475e95748701430	14.07	19.07.10	NULL	ar71xx-ath79	tiny	mips_24kc	U-Boot	Atheros AR7240	1	400	4	32	5	-	Atheros AR9287	No	-		Atheros AR7240	b/g/n	-		ath9k	-	-	-	-		-	-	-		Yes	115200 / 8N1	Yes	6	3	-	12 VDC, 1.0 A	toh:netgear:wnr2000	View/Edit data	https://forum.openwrt.org/t/builds-for-netgear-wnr1000v2-wnr1000v2-vc-wnr612v2-wpn824n-wnr2000v3/39360	NULL	WNR2000	WNR2000	https://wikidevi.wi-cat.ru/Netgear_WNR2000v3		http://support.netgear.com/product/WNR2000v3	https://downloads.openwrt.org/releases/19.07.10/targets/ar71xx/tiny/openwrt-19.07.10-ar71xx-tiny-wnr2000v3-squashfs-factory.img	https://downloads.openwrt.org/releases/19.07.10/targets/ar71xx/tiny/openwrt-19.07.10-ar71xx-tiny-wnr2000v3-squashfs-sysupgrade.bin	https://downloads.openwrt.org/snapshots/targets/ath79/tiny/openwrt-ath79-tiny-netgear_wnr2000-v3-squashfs-factory.img	https://downloads.openwrt.org/snapshots/targets/ath79/tiny/openwrt-ath79-tiny-netgear_wnr2000-v3-squashfs-sysupgrade.bin	see devicepage		NULL		media:netgear:wnr2000-v1.jpg	Official images are too large as of 17.XX. Use the Community Builds in the forum topic URL above for the latest 17.XX, 18.XX, and 19.XX images.
15677530	WiFi Router	NETGEAR	WNR2000	v4	https://fcc.io/PY3/12300212	Discontinued		https://git.lede-project.org/?p=source.git;a=commit;h=2c72ffc154c70b371a93f179587d899bbba921ca	15.05	17.01.7	NULL	ar71xx	tiny	mips_24kc	U-Boot	Atheros AR9341	1	533	4	32	5	-	Atheros AR9341	?	-		Atheros AR9341	b/g/n	-		ath9k	-	?	-	-		?	?	?		Yes	?	Yes	?	?	-	12 VDC, 1.0 A	toh:netgear:wnr2000	View/Edit data	https://forum.openwrt.org/viewtopic.php?id=50478	NULL	WNR2000	WNR2000	https://wikidevi.wi-cat.ru/Netgear_WNR2000v4	https://www.netgear.de/support/product/WNR2000v4	https://www.netgear.de/support/product/WNR2000v4	NULL	https://downloads.openwrt.org/releases/17.01.7/targets/ar71xx/generic/lede-17.01.7-ar71xx-generic-wnr2000v4-squashfs-sysupgrade.bin	NULL	NULL	see devicepage		NULL		media:example:genericrouter1.png	
15677531	WiFi Router	NETGEAR	WNR2200	8MB (EU)	https://fcc.io/PY3/10200131	Discontinued		https://git.lede-project.org/?p=source.git;a=commit;h=fe781581dfb1ecbf6cd4b6b7b7ec504bec58042f	14.07	21.02.3	NULL	ar71xx-ath79	generic	mips_24kc	U-Boot	Atheros AR7241	1	360	8	64	5	-	Atheros AR7241	Yes	-		Atheros AR9287	b/g/n	-	2x2 MIMO	ath9k	-	-	1x 2.0	-		-	-	-		Yes	115200 / 8N1	Yes	9	3	-	12 VDC, 1.5 A	toh:netgear:wnr2200	View/Edit data	NULL	NULL	WNR2200	WNR2200	https://wikidevi.wi-cat.ru/Netgear_WNR2200	http://www.netgear.com/home/products/networking/wifi-routers/wnr2200.aspx	http://support.netgear.de/product/WNR2200	https://downloads.openwrt.org/releases/21.02.3/targets/ath79/generic/openwrt-21.02.3-ath79-generic-netgear_wnr2200-8m-squashfs-factory.img	https://downloads.openwrt.org/releases/21.02.3/targets/ath79/generic/openwrt-21.02.3-ath79-generic-netgear_wnr2200-8m-squashfs-sysupgrade.bin	https://downloads.openwrt.org/snapshots/targets/ath79/generic/openwrt-ath79-generic-netgear_wnr2200-8m-squashfs-factory.img	https://downloads.openwrt.org/snapshots/targets/ath79/generic/openwrt-ath79-generic-netgear_wnr2200-8m-squashfs-sysupgrade.bin	see devicepage		NULL		media:example:genericrouter1.png	
15677532	WiFi Router	NETGEAR	WNR2200	16MB (RU/CN)	http://fcc.io/PY310200131	Discontinued		https://git.openwrt.org/?p=openwrt/openwrt.git;a=commit;h=f85d56bb034d8017bdb6b4bb493eb076a21d11b3	21.02.0	21.02.3	NULL	ath79	generic	mips_24kc	U-Boot	Atheros AR7241	1	360	16	64	5	-	Atheros AR7241	Yes	-		Atheros AR9287	b/g/n	-	2x2 MIMO	ath9k	-	-	1x 2.0	-		-	-	-		Yes	115200 / 8N1	Yes	9	3	-	12 VDC, 1.5 A	toh:netgear:wnr2200	View/Edit data	NULL	NULL	WNR2200	WNR2200	https://wikidevi.wi-cat.ru/Netgear_WNR2200	https://www.netgear.ru/home/products/networking/wifi-routers/wnr2200.aspx	https://www.netgear.ru/support/product/WNR2200.aspx\\	https://downloads.openwrt.org/releases/21.02.3/targets/ath79/generic/openwrt-21.02.3-ath79-generic-netgear_wnr2200-16m-squashfs-factory.img	https://downloads.openwrt.org/releases/21.02.3/targets/ath79/generic/openwrt-21.02.3-ath79-generic-netgear_wnr2200-16m-squashfs-sysupgrade.bin	https://downloads.openwrt.org/snapshots/targets/ath79/generic/openwrt-ath79-generic-netgear_wnr2200-16m-squashfs-factory.img	https://downloads.openwrt.org/snapshots/targets/ath79/generic/openwrt-ath79-generic-netgear_wnr2200-16m-squashfs-sysupgrade.bin	see devicepage		Serial		media:example:genericrouter1.png	Same hardware as WNR2200 EU, except 16MB flash
15677534	WiFi Router	NETGEAR	WNR3500	v2	https://fcc.io/PY3/08400093	Discontinued			17.01.0	21.02.3	NULL	bcm47xx	mips74k	mipsel_74kc	CFE	Broadcom BCM4718A1	1	453	4	32	-	5	Broadcom BCM53115	Yes	-		Broadcom BCM4718	b/g/n	-		b43	-	-	-	-		-	-	-		Yes	115200 / 8N1	?	?	?	-	12 VDC, 1.0 A	toh:netgear:wnr3500_v2	View/Edit data	NULL	NULL	WNR3500	WNR3500	https://wikidevi.wi-cat.ru/Netgear_WNR3500v2	https://www.netgear.com/support/product/WNR3500v2	https://www.netgear.com/support/product/WNR3500v2	https://downloads.openwrt.org/releases/21.02.3/targets/bcm47xx/mips74k/openwrt-21.02.3-bcm47xx-mips74k-netgear_wnr3500-v2-squashfs.chk	NULL	https://downloads.openwrt.org/snapshots/targets/bcm47xx/mips74k/openwrt-bcm47xx-mips74k-netgear_wnr3500-v2-squashfs.chk	NULL	unknown		unknown		media:example:genericrouter1.png	
15677535	WiFi Router	NETGEAR	WNR3500L	v1	https://fcc.io/PY3/08400093	Discontinued		https://git.lede-project.org/?p=source.git;a=commit;h=73ed2369070d6839611fb8675030e4902c6a87ef	14.07	21.02.3	NULL	bcm47xx	mips74k	mipsel_74kc	CFE	Broadcom BCM4718	1	480	8	64	-	5	Broadcom BCM53115	Yes	-		Broadcom BCM4718	b/g/n	-	2x2	b43	-	-	1x 2.0	-		-	-	-		Yes	115200 / 8N1	?	4	2	-	12 VDC, 1.5 A	toh:netgear:wnr3500l	View/Edit data	NULL	NULL	WNR3500L	WNR3500L	https://wikidevi.wi-cat.ru/Netgear_WNR3500Lv1	https://www.netgear.com/home/products/networking/wifi-routers/WNR3500L.aspx	https://www.netgear.com/support/product/WNR3500Lv1	https://downloads.openwrt.org/releases/21.02.3/targets/bcm47xx/mips74k/openwrt-21.02.3-bcm47xx-mips74k-netgear_wnr3500l-v1-na-squashfs.chk	https://downloads.openwrt.org/releases/21.02.3/targets/bcm47xx/mips74k/openwrt-21.02.3-bcm47xx-mips74k-netgear_wnr3500l-v1-na-squashfs.chk	https://downloads.openwrt.org/snapshots/targets/bcm47xx/mips74k/openwrt-bcm47xx-mips74k-netgear_wnr3500l-v1-na-squashfs.chk	https://downloads.openwrt.org/snapshots/targets/bcm47xx/mips74k/openwrt-bcm47xx-mips74k-netgear_wnr3500l-v1-na-squashfs.chk	see devicepage		see devicepage		media:example:genericrouter1.png	
15677536	WiFi Router	NETGEAR	WNR3500L	v2	https://fcc.io/PY3/10400153	Discontinued			15.05	?	WiFi 2.4GHz	brcm47xx	mips74k	mipsel_74kc	CFE	Broadcom BCM47186	1	480	128NAND	128	-	5	Broadcom BCM53115	Yes	-		Broadcom BCM47186B0	b/g/n	-		b43	-	-	1x 2.0	-		-	-	-		Yes	?	?	?	?	-	12 VDC, 1.5 A	toh:netgear:wnr3500l	View/Edit data	https://forum.openwrt.org/t/netgear-wnr3500l-v2-install-and-bricked/3179	NULL	WNR3500L	WNR3500L	https://wikidevi.wi-cat.ru/Netgear_WNR3500Lv2	https://www.netgear.com/support/product/wnr3500lv2	https://www.netgear.com/support/product/wnr3500lv2	NULL	NULL	NULL	NULL	see devicepage		CFE TFTP + serial recovery		media:example:genericrouter1.png	Unknown what is the last known working OpenWrt release that is working (if there is any at all)
15677537	WiFi Router	NETGEAR	WNR3500U	v1	NULL	Discontinued					Possible to support	brcm47xx		mipsel_74kc	?	Broadcom BCM4718	1	480	8	64	-	5	?	?	-		Broadcom	b/g/n	-		b43	?	?	1x 2.0	-		?	?	?		Yes	?	?	?	?	?	?	toh:netgear:wnr3500l	View/Edit data	NULL	NULL	WNR3500U	WNR3500U	NULL			NULL	NULL	NULL	NULL	NULL		NULL		media:example:genericrouter1.png	
15677538	WiFi Router	NETGEAR	WPN824N	NULL	https://fcc.io/PY3/09300120	Discontinued		https://git.lede-project.org/?p=source.git;a=commit;h=ed72c5f846941dcca3eab1d72c48472b383752e9	17.01.0	18.06.9	NULL	ar71xx	tiny	mips_24kc	U-Boot	Atheros AR7240	1	360	4	32	5	-	Atheros AR7240	Yes	-		Atheros AR9285	b/g/n	-		ath9k	-	-	Mod	-		-	-	-		Yes	115200 / 8N1	?	16	3	-	12 VDC, 1.0 A	toh:netgear:wpn824n	View/Edit data	https://forum.openwrt.org/viewtopic.php?id=30388	NULL	WPN824N	WPN824N	https://wikidevi.wi-cat.ru/Netgear_WPN824N		http://support.netgear.de/product/WPN824N	https://downloads.openwrt.org/releases/18.06.9/targets/ar71xx/tiny/openwrt-18.06.9-ar71xx-tiny-wpn824n-squashfs-factory.img	https://downloads.openwrt.org/releases/18.06.9/targets/ar71xx/tiny/openwrt-18.06.9-ar71xx-tiny-wpn824n-squashfs-sysupgrade.bin	NULL	NULL	U-Boot TFTP recovery		U-Boot TFTP recovery		media:example:genericrouter1.png	Also NA factory image available
15677539	WiFi Router	NETGEAR	WPN824N NA	NULL	https://fcc.io/PY3/09300120	Discontinued		https://git.lede-project.org/?p=source.git;a=commit;h=ed72c5f846941dcca3eab1d72c48472b383752e9	17.01.0	18.06.9	NULL	ar71xx	tiny	mips_24kc	U-Boot	Atheros AR7240	1	360	4	32	5	-	Atheros AR7240	Yes	-		Atheros AR9285	b/g/n	-		ath9k	-	-	Mod	-		-	-	-		Yes	115200 / 8N1	?	16	3	-	12 VDC, 1.0 A	toh:netgear:wpn824n	View/Edit data	https://forum.openwrt.org/t/builds-for-netgear-wnr1000v2-wnr1000v2-vc-wnr612v2-wpn824n-wnr2000v3/39360	NULL	WPN824N	WPN824N	https://wikidevi.wi-cat.ru/Netgear_WPN824N		https://www.netgear.de/support/product/WPN824N	https://downloads.openwrt.org/releases/18.06.9/targets/ar71xx/tiny/openwrt-18.06.9-ar71xx-tiny-wpn824n-squashfs-factory-NA.img	https://downloads.openwrt.org/releases/18.06.9/targets/ar71xx/tiny/openwrt-18.06.9-ar71xx-tiny-wpn824n-squashfs-sysupgrade.bin	NULL	NULL	U-Boot TFTP recovery		U-Boot TFTP recovery		media:example:genericrouter1.png	US version of WPN824N. Official images are too large as of 17.XX. Use the Community Builds in the forum topic URL above for the latest 17.XX, 18.XX, and 19.XX images.
15677540	Travel Router	Nexx	WT1520F	NULL	NULL	Available 2017	?	https://git.lede-project.org/?p=source.git;a=commit;h=af1207b58c61eed1eaa86f5e670347b84fd75a09	15.05	21.02.3	NULL	ramips	rt305x	mipsel_24kc	U-Boot	Ralink RT5350	1	360	8	32	2	-	?	Yes	-		Ralink RT5350	b/g/n	-		unknown	-	?	1x ?USB (power)	-		?	?	?		Yes	57600 / 8N1	?	?	?	?	5 VDC, 1.0 A	toh:nexx:wt1520	View/Edit data	https://forum.openwrt.org/viewtopic.php?id=48481	NULL	WT1520	WT1520	https://wikidevi.wi-cat.ru/Nexx_WT1520	http://www.nexx.com.cn/index.php/home/detail?pid=195		https://downloads.openwrt.org/releases/21.02.3/targets/ramips/rt305x/openwrt-21.02.3-ramips-rt305x-nexx_wt1520-8m-squashfs-factory.bin	https://downloads.openwrt.org/releases/21.02.3/targets/ramips/rt305x/openwrt-21.02.3-ramips-rt305x-nexx_wt1520-8m-squashfs-sysupgrade.bin	https://downloads.openwrt.org/snapshots/targets/ramips/rt305x/openwrt-ramips-rt305x-nexx_wt1520-8m-squashfs-factory.bin	https://downloads.openwrt.org/snapshots/targets/ramips/rt305x/openwrt-ramips-rt305x-nexx_wt1520-8m-squashfs-sysupgrade.bin	U-Boot TFTP recovery		U-Boot TFTP recovery		media:example:genericrouter1.png	
15677541	Travel Router	Nexx	WT1520H	NULL	NULL	Available 2017	?	https://git.lede-project.org/?p=source.git;a=commit;h=af1207b58c61eed1eaa86f5e670347b84fd75a09	15.05	19.07.2	NULL	ramips	rt305x	mipsel_24kc	U-Boot	Ralink RT5350	1	360	4	32	2	-	?	Yes	-		Ralink RT5350	b/g/n	-		unknown	-	?	1x ?USB (power)	-		?	?	?		Yes	57600 / 8N1	?	?	?	?	5 VDC, 1.0 A	toh:nexx:wt1520	View/Edit data	https://forum.openwrt.org/viewtopic.php?id=48481	NULL	WT1520	WT1520	https://wikidevi.wi-cat.ru/Nexx_WT1520	http://www.nexx.com.cn/index.php/home/detail?pid=195		https://downloads.openwrt.org/releases/19.07.2/targets/ramips/rt305x/openwrt-19.07.2-ramips-rt305x-wt1520-4M-squashfs-factory.bin	https://downloads.openwrt.org/releases/19.07.2/targets/ramips/rt305x/openwrt-19.07.2-ramips-rt305x-wt1520-4M-squashfs-sysupgrade.bin	NULL	NULL	U-Boot TFTP recovery		U-Boot TFTP recovery		media:example:genericrouter1.png	Image build disabled in master with commit d7d46da938e3
15677543	Travel Router	Nexx	WT3020H	NULL	NULL	Available 2017	?	https://git.lede-project.org/?p=source.git;a=commit;h=7bac455a4ccd4a55e5db64c7eac224c98be045b6	15.05	21.02.3	NULL	ramips	mt7620	mipsel_24kc	U-Boot	MediaTek MT7620N	1	580	8	64	2	-	MediaTek MT7620N	Yes	-		MediaTek MT7620N	b/g/n	-		mt76	-	-	1x ?USB (power)	-		-	-	-		Yes	57600 / 8N1	?	?	?	-	5 VDC, 0.5 A (?USB)	toh:nexx:wt3020	View/Edit data	NULL	NULL	WT3020H	WT3020H	https://wikidevi.wi-cat.ru/Nexx_WT3020	http://www.nexx.com.cn/index.php/home/detail?pid=199		https://downloads.openwrt.org/releases/21.02.3/targets/ramips/mt7620/openwrt-21.02.3-ramips-mt7620-nexx_wt3020-8m-squashfs-factory.bin	https://downloads.openwrt.org/releases/21.02.3/targets/ramips/mt7620/openwrt-21.02.3-ramips-mt7620-nexx_wt3020-8m-squashfs-sysupgrade.bin	https://downloads.openwrt.org/snapshots/targets/ramips/mt7620/openwrt-ramips-mt7620-nexx_wt3020-8m-squashfs-factory.bin	https://downloads.openwrt.org/snapshots/targets/ramips/mt7620/openwrt-ramips-mt7620-nexx_wt3020-8m-squashfs-sysupgrade.bin	see devicepage		NULL		media:example:genericrouter1.png	
