pid	devicetype	brand	model	version	fccid	availability	whereavailable	supportedsincecommit	supportedsincerel	supportedcurrentrel	unsupported_functions	target	subtarget	packagearchitecture	bootloader	cpu	cpucores	cpumhz	flashmb	rammb	ethernet100mports	ethernetgbitports	switch	vlan	modem	commentsnetworkports	wlanhardware	wlan24ghz	wlan50ghz	wlancomments	wlandriver	detachableantennas	bluetooth	usbports	sataports	commentsusbsataports	videoports	audioports	phoneports	commentsavports	serial	serialconnectionparameters	jtag	ledcount	buttoncount	gpios	powersupply	devicepage	device_techdata	owrt_forum_topic_url	lede_forum_topic_url	forumsearch	gitsearch	wikideviurl	oemdevicehomepageurl	firmwareoemstockurl	firmwareopenwrtinstallurl	firmwareopenwrtupgradeurl	firmwareopenwrtsnapshotinstallurl	firmwareopenwrtsnapshotupgradeurl	installationmethods	commentinstallation	recoverymethods	commentrecovery	picture	comments
15705875	WiFi Router	On Networks	N150R	NULL	NULL	unknown 2018	?	https://git.lede-project.org/?p=source.git;a=commit;h=b6e1cbd8dd5b8fe3833547480abdbd57edb3238c	14.07	17.01.7	NULL	ar71xx-ath79	tiny	mips_24kc	U-Boot	Atheros AR7240	1	400	4	32	3	-	Atheros AR7240	Yes	-		Atheros AR9285	b/g/n	-		ath9k	-	-	-	-		-	-	-		Yes	?	?	?	?	?	7.5 VDC, 1.0 A	toh:netgear:wnr612v2	View/Edit data	https://forum.openwrt.org/t/report-devices-here-with-18-06-0-provided-image-too-big-to-save-overlay/18161/72?u=tmomas	NULL	N150R	N150R	https://wikidevi.wi-cat.ru/On_Networks_%28Netgear%29_N150R			https://downloads.openwrt.org/releases/17.01.7/targets/ar71xx/generic/lede-17.01.7-ar71xx-generic-n150r-squashfs-factory.img	https://downloads.openwrt.org/releases/17.01.7/targets/ar71xx/generic/lede-17.01.7-ar71xx-generic-n150r-squashfs-sysupgrade.bin	https://downloads.openwrt.org/snapshots/targets/ath79/tiny/openwrt-ath79-tiny-on_n150r-squashfs-factory.img	https://downloads.openwrt.org/snapshots/targets/ath79/tiny/openwrt-ath79-tiny-on_n150r-squashfs-sysupgrade.bin	U-Boot TFTP + serial recovery		U-Boot TFTP + serial recovery		media:example:genericrouter1.png	
15705897	Single Board Computer	OpenEmbed	SOM9331	v1	NULL	unknown 2018		https://git.lede-project.org/?p=source.git;a=commit;h=e61fe4e4d762eb3e00c43b6714a229835efc7ea5	17.01.0	19.07.10	NULL	ar71xx	generic	mips_24kc	U-Boot	Qualcomm Atheros AR9331	1	400	8	64	3	-	?	No	-		Atheros AR9331	b/g/n	-		ath9k	-	?	1x 2.0	-		NULL	NULL	NULL		Yes	?	Yes	-	-	?	3.3 VDC, 0.35 A	toh:openembed:som9331_v1	View/Edit data	https://forum.openwrt.org/viewtopic.php?id=61271	NULL	SOM9331	SOM9331	NULL	http://www.openembed.com/index.php/goods/7/detail.html	http://openwrt.jaru.eu.org/barrier_breaker/ar71xx/	https://downloads.openwrt.org/releases/19.07.10/targets/ar71xx/generic/openwrt-19.07.10-ar71xx-generic-som9331-squashfs-factory.bin	https://downloads.openwrt.org/releases/19.07.10/targets/ar71xx/generic/openwrt-19.07.10-ar71xx-generic-som9331-squashfs-sysupgrade.bin	NULL	NULL	unknown		unknown		media:example:genericrouter1.png	
15705898	WiFi Router	Option	Globesurfer III	NULL	NULL	Discontinued					NULL	brcm47xx	legacy	mipsel_mips32	CFE	Broadcom BCM5354	1	240	32	32	2	-	?	?	Mobile Wireless/Cellular network		Broadcom BCM4318	b/g	-		b43	-	?	1x 2.0	-		NULL	NULL	NULL		Yes	?	?			?	5 VDC, 3.0 A	toh:option:gs3	View/Edit data	NULL	NULL	Globesurfer III	Globesurfer III	https://wikidevi.wi-cat.ru/Option_GlobeSurfer_III			NULL	NULL	NULL	NULL	NULL		NULL		media:example:genericrouter1.png	
15705900	Single Board Computer	Evaluation boards / unbranded boards	Atheros PB44	NULL	NULL	unknown 2018		https://git.lede-project.org/?p=source.git;a=commit;h=ac4b63a18bf6f3a384be304c338b7935b98e62cd	10.03	EOL	NULL	ar71xx	generic	mips_24kc	RedBoot	Atheros AR7161	1	680	8	64	-	5	?	No	-		2x mini-PCI	b/g/n	a/n		unknown	-	-	2x 2.0	-		-	-	-		Yes	?	Yes	?	?	?	?	toh:evaluation.boards:pb44	View/Edit data	NULL	NULL	Atheros PB44	PB44	NULL			NULL	https://downloads.openwrt.org/releases/19.07.7/targets/ar71xx/generic/openwrt-19.07.7-ar71xx-generic-pb44-squashfs-sysupgrade.bin	NULL	NULL	see devicepage		NULL		media:example:genericrouter1.png	
15705901	Single Board Computer	Evaluation boards / unbranded boards	Freescale P1020EWLAN	NULL	NULL	unknown 2018					NULL	mpc85xx		powerpc_8540	U-Boot	Freescale P1020E	2	800	64	1024	-	2	?	No	-		2x Atheros AR9380 (mini-PCIe)	b/g/n	a/n	3x3 MIMO	ath9k	6	?	2x 2.0	-		NULL	NULL	NULL		Yes	?	Yes			?	12 VDC, 2.5 A	toh:freescale:p1020ewlan	View/Edit data	NULL	NULL	Freescale P1020EWLAN	Freescale P1020EWLAN	NULL	http://www.nxp.com/products/microcontrollers-and-processors/power-architecture-processors/qoriq-power-architecture-processors/qoriq-p1020-wlan-access-point-router:RD_P1020WLANS?		NULL	NULL	NULL	NULL	NULL		NULL		media:example:genericrouter1.png	
15705909	WiFi Router	Pacific Networks	RT150M	v1	NULL	Discontinued			12.09	12.09	NULL	ar71xx	generic	mips_24kc	?	Atheros AR7240	1	350	4	32	5	-	?	Yes	-		Atheros AR92xx (onboard)	b/g/n	-		ath9k	1	?	-	-		?	?	?		?	?	?	?	?	?	?	toh:pacificnetworks:pn-rt150m	View/Edit data	NULL	NULL	RT150M	RT150M	NULL			NULL	NULL	NULL	NULL	see devicepage		NULL		media:example:genericrouter1.png	
15705914	Travel Router - Battery powered	Patriot Memory	Gauntlet Node	NULL	NULL	unknown 2018					WIP	ramips	rt305x	mipsel_24kc	?	Ralink RT5350F	1	360	8	64	-	-	?	?	-	-	Ralink RT5350F	b/g/n	-		unknown	?	-	1x 2.0	-		-	-	-		Yes	?	?	3	3	?	5 VDC, battery	toh:patriot:gauntletnode	View/Edit data	NULL	NULL	Gauntlet Node	Gauntlet Node	NULL	https://patriotmemory.com/product/gauntlet-node-portable-wireless-2-5-enclosure/	https://patriotmemory.com/product/gauntlet-node-portable-wireless-2-5-enclosure/	NULL	NULL	NULL	NULL	NULL		NULL		media:example:genericrouter1.png	includes 320GB HD, Lithium-ion polymer battery up to 5.5 hours
15705915	Single Board Computer	PC Engines	ALIX 1c	NULL	NULL	Discontinued		https://git.lede-project.org/?p=source.git;a=commit;h=38101a0cdc903b6f07bea96bea1fa8853ef0a787	10.03	19.07.10	NULL	x86	geode	i386_geode	BIOS	AMD Geode LX800	1	500	CF card	256	1	-	?	No	-		1x mini-PCI	-	-		unknown	-	?	2x 2.0	-		?	?	?		Yes	?	?	3	?	?	DC jack or passive POE, min. 7V to max. 20V	toh:pcengines:alix	View/Edit data	NULL	NULL	ALIX 1c	ALIX 1c	NULL	https://pcengines.ch/alix.htm		https://downloads.openwrt.org/releases/19.07.10/targets/x86/geode/openwrt-19.07.10-x86-geode-combined-ext4.img.gz	https://downloads.openwrt.org/releases/19.07.10/targets/x86/geode/openwrt-19.07.10-x86-geode-combined-ext4.img.gz	https://downloads.openwrt.org/snapshots/targets/x86/geode/openwrt-x86-geode-combined-ext4.img.gz	https://downloads.openwrt.org/snapshots/targets/x86/geode/openwrt-x86-geode-combined-ext4.img.gz	x86 installation		CF card		media:example:genericrouter1.png	CPU has 128-CBC HW Encrytion
15705921	Single Board Computer	PC Engines	ALIX 1d	NULL	NULL	Discontinued		https://git.lede-project.org/?p=source.git;a=commit;h=38101a0cdc903b6f07bea96bea1fa8853ef0a787	10.03	19.07.10	NULL	x86	geode	i386_geode	BIOS	AMD Geode LX800	1	500	CF card	256	1	-	-	No	-		1x mini-PCI	-	-		unknown	-	?	2x 2.0	-		?	?	?		Yes	?	?	3	?	?	DC jack or passive POE, min. 7V to max. 20V	toh:pcengines:alix	View/Edit data	NULL	NULL	ALIX 1d	ALIX 1d	https://wikidevi.wi-cat.ru/PC-Engines_Alix_alix1d	https://pcengines.ch/alix.htm		https://downloads.openwrt.org/releases/19.07.10/targets/x86/geode/openwrt-19.07.10-x86-geode-combined-ext4.img.gz	https://downloads.openwrt.org/releases/19.07.10/targets/x86/geode/openwrt-19.07.10-x86-geode-combined-ext4.img.gz	https://downloads.openwrt.org/snapshots/targets/x86/geode/openwrt-x86-geode-combined-ext4.img.gz	https://downloads.openwrt.org/snapshots/targets/x86/geode/openwrt-x86-geode-combined-ext4.img.gz	x86 installation		CF card		media:example:genericrouter1.png	CPU has 128-CBC HW Encrytion
15705922	Single Board Computer	PC Engines	ALIX 2d0	NULL	NULL	Discontinued		https://git.lede-project.org/?p=source.git;a=commit;h=937362f270db8861cd046030869bdaac34582b94	10.03	19.07.10	NULL	x86	geode	i386_geode	BIOS	AMD Geode LX700	1	433	CF card	128	2	-	?	No	-		2x mini-PCI	-	-		unknown	-	?	-	-		?	?	?		Yes	?	?	3	?	?	DC jack or passive POE, min. 7V to max. 20V	toh:pcengines:alix	View/Edit data	NULL	NULL	ALIX 2d0	ALIX 2d0	https://wikidevi.wi-cat.ru/PC-Engines_Alix_alix2d0	https://pcengines.ch/alix.htm		https://downloads.openwrt.org/releases/19.07.10/targets/x86/geode/openwrt-19.07.10-x86-geode-combined-ext4.img.gz	https://downloads.openwrt.org/releases/19.07.10/targets/x86/geode/openwrt-19.07.10-x86-geode-combined-ext4.img.gz	https://downloads.openwrt.org/snapshots/targets/x86/geode/openwrt-x86-geode-combined-ext4.img.gz	https://downloads.openwrt.org/snapshots/targets/x86/geode/openwrt-x86-geode-combined-ext4.img.gz	x86 installation		CF card		media:example:genericrouter1.png	CPU has 128-CBC HW Encrytion
15705923	Single Board Computer	PC Engines	ALIX 2d1	NULL	NULL	Discontinued		https://git.lede-project.org/?p=source.git;a=commit;h=937362f270db8861cd046030869bdaac34582b94	10.03	19.07.10	NULL	x86	geode	i386_geode	BIOS	AMD Geode LX700	1	433	CF card	128	3	-	?	No	-		1x mini-PCI	-	-		unknown	-	?	-	-		?	?	?		Yes	?	?	3	?	?	DC jack or passive POE, min. 7V to max. 20V	toh:pcengines:alix	View/Edit data	NULL	NULL	ALIX 2d1	ALIX 2d1	https://wikidevi.wi-cat.ru/PC-Engines_Alix_alix2d1	https://pcengines.ch/alix.htm		https://downloads.openwrt.org/releases/19.07.10/targets/x86/geode/openwrt-19.07.10-x86-geode-combined-ext4.img.gz	https://downloads.openwrt.org/releases/19.07.10/targets/x86/geode/openwrt-19.07.10-x86-geode-combined-ext4.img.gz	https://downloads.openwrt.org/snapshots/targets/x86/geode/openwrt-x86-geode-combined-ext4.img.gz	https://downloads.openwrt.org/snapshots/targets/x86/geode/openwrt-x86-geode-combined-ext4.img.gz	x86 installation		CF card		media:example:genericrouter1.png	CPU has 128-CBC HW Encrytion
15705926	Single Board Computer	PC Engines	ALIX 2d4	NULL	NULL	Discontinued		https://git.lede-project.org/?p=source.git;a=commit;h=937362f270db8861cd046030869bdaac34582b94	10.03	19.07.10	NULL	x86	geode	i386_geode	BIOS	AMD Geode LX800	1	500	CF card	128	2	-	?	No	-		2x mini-PCI	-	-		unknown	-	?	-	-		?	?	?		Yes	?	?	3	?	?	DC jack or passive POE, min. 7V to max. 20V	toh:pcengines:alix	View/Edit data	NULL	NULL	ALIX 2d4	ALIX 2d4	https://wikidevi.wi-cat.ru/PC-Engines_Alix_alix2d4	https://pcengines.ch/alix.htm		https://downloads.openwrt.org/releases/19.07.10/targets/x86/geode/openwrt-19.07.10-x86-geode-combined-ext4.img.gz	https://downloads.openwrt.org/releases/19.07.10/targets/x86/geode/openwrt-19.07.10-x86-geode-combined-ext4.img.gz	https://downloads.openwrt.org/snapshots/targets/x86/geode/openwrt-x86-geode-combined-ext4.img.gz	https://downloads.openwrt.org/snapshots/targets/x86/geode/openwrt-x86-geode-combined-ext4.img.gz	x86 installation		CF card		media:example:genericrouter1.png	CPU has 128-CBC HW Encrytion
15705927	Single Board Computer	PC Engines	ALIX 2d5	NULL	NULL	Discontinued		https://git.lede-project.org/?p=source.git;a=commit;h=937362f270db8861cd046030869bdaac34582b94	10.03	19.07.10	NULL	x86	geode	i386_geode	BIOS	AMD Geode LX800	1	500	CF card	128	3	-	?	No	-		1x mini-PCI	-	-		unknown	-	?	-	-		?	?	?		Yes	?	?	3	?	?	DC jack or passive POE, min. 7V to max. 20V	toh:pcengines:alix	View/Edit data	NULL	NULL	ALIX 2d5	ALIX 2d5	https://wikidevi.wi-cat.ru/PC-Engines_Alix_alix2d5	https://pcengines.ch/alix.htm		https://downloads.openwrt.org/releases/19.07.10/targets/x86/geode/openwrt-19.07.10-x86-geode-combined-ext4.img.gz	https://downloads.openwrt.org/releases/19.07.10/targets/x86/geode/openwrt-19.07.10-x86-geode-combined-ext4.img.gz	https://downloads.openwrt.org/snapshots/targets/x86/geode/openwrt-x86-geode-combined-ext4.img.gz	https://downloads.openwrt.org/snapshots/targets/x86/geode/openwrt-x86-geode-combined-ext4.img.gz	x86 installation		CF card		media:example:genericrouter1.png	CPU has 128-CBC HW Encrytion
15705928	Single Board Computer	PC Engines	ALIX 2d13	NULL	NULL	Discontinued		https://git.lede-project.org/?p=source.git;a=commit;h=937362f270db8861cd046030869bdaac34582b94	10.03	19.07.10	NULL	x86	geode	i386_geode	BIOS	AMD Geode LX800	1	500	CF card	256	3	-	?	No	-		1x mini-PCI	-	-		unknown	-	?	2x 2.0	-		?	?	?		Yes	?	?	3	?	?	DC jack or passive POE, min. 7V to max. 20V	toh:pcengines:alix	View/Edit data	NULL	NULL	ALIX 2d13	ALIX 2d13	https://wikidevi.wi-cat.ru/PC-Engines_Alix_alix2d13	https://pcengines.ch/alix2d13.htm		https://downloads.openwrt.org/releases/19.07.10/targets/x86/geode/openwrt-19.07.10-x86-geode-combined-ext4.img.gz	https://downloads.openwrt.org/releases/19.07.10/targets/x86/geode/openwrt-19.07.10-x86-geode-combined-ext4.img.gz	https://downloads.openwrt.org/snapshots/targets/x86/geode/openwrt-x86-geode-combined-ext4.img.gz	https://downloads.openwrt.org/snapshots/targets/x86/geode/openwrt-x86-geode-combined-ext4.img.gz	x86 installation		CF card		media:example:genericrouter1.png	CPU has 128-CBC HW Encrytion
15705956	WiFi Router	Pirelli	AliceGate AGPF	NULL	NULL	unknown 2018	?	https://git.lede-project.org/?p=source.git;a=commit;h=6495fa36ea584bbc5f58d21df982bf100e4d6591	10.03	19.07.10	DSL modem	brcm63xx	generic	mips_mips32	CFE	Broadcom BCM6358	2	300	16	32	4	-	Broadcom BCM5325	Yes	ADSL2+	4	Broadcom BCM4318 (mini-PCI)	b/g	-		b43	-	?	1x 2.0	-		?	?	?		Yes	?	Yes	?	?	?	?	toh:pirelli:agpf	View/Edit data	NULL	NULL	AGPF	AGPF	NULL			https://downloads.openwrt.org/releases/19.07.10/targets/brcm63xx/generic/openwrt-19.07.10-brcm63xx-generic-AGPF-S0-squashfs-cfe.bin	https://downloads.openwrt.org/releases/19.07.10/targets/brcm63xx/generic/openwrt-19.07.10-brcm63xx-generic-AGPF-S0-squashfs-cfe.bin	https://downloads.openwrt.org/snapshots/targets/brcm63xx/generic/openwrt-brcm63xx-generic-AGPF-S0-squashfs-cfe.bin	https://downloads.openwrt.org/snapshots/targets/brcm63xx/generic/openwrt-brcm63xx-generic-AGPF-S0-squashfs-cfe.bin	see devicepage		CFE TFTP + serial recovery		media:example:genericrouter1.png	Also smp firmware image available.
15705957	WiFi Router	Pirelli	AV4202N	NULL	NULL	unknown 2018					NULL	brcm63xx		mips_mips32	CFE	Broadcom BCM6368	2	400	16	64	4	-	?	Yes	xDSL		Broadcom BCM4322	b/g/n	-		b43	?	-	2x 2.0	-		-	-	2		Yes	?	?			-	?	toh:adb:p.dg_av4202n	View/Edit data	NULL	NULL	AV4202N	AV4202N	NULL			NULL	NULL	NULL	NULL	NULL		NULL		media:example:genericrouter1.png	
15705958	WiFi Router	Pirelli	FastWeb DRG A226M	NULL	NULL	unknown 2018	?	https://git.lede-project.org/?p=source.git;a=commit;h=7f787707de0a31653229bcc7faa022fa5f9c5914	12.09	18.06.1	DSL modem	brcm63xx	generic	mips_mips32	CFE	Broadcom BCM6358	2	300	8	64	4	-	?	Yes	ADSL2+	4	1x mini-PCI	-	-		unknown	-	-	1x 2.0	-		-	-	2		Yes	115200 / 8N1	Yes	?	?	?	?	toh:pirelli:drg_a226m	View/Edit data	NULL	NULL	A226M	A226M	NULL			https://downloads.openwrt.org/releases/18.06.1/targets/brcm63xx/generic/openwrt-18.06.1-brcm63xx-generic-A226M-FWB-squashfs-cfe.bin	NULL	https://downloads.openwrt.org/snapshots/targets/brcm63xx/generic/openwrt-brcm63xx-generic-A226M-squashfs-cfe.bin	NULL	see devicepage		CFE TFTP + serial recovery		media:example:genericrouter1.png	
15705960	Travel Router - Battery powered	PISEN	TS-D084	NULL	NULL	unknown 2018	?	https://git.openwrt.org/?p=openwrt/openwrt.git;a=commit;h=a789c0f49159c618d990541c23e00630f7296ebc	18.06.0	21.02.3	NULL	ar71xx-ath79	generic	mips_24kc	U-Boot	Atheros AR9331	1	400	8	64	1	-	-	?	-		Atheros AR9331	b/g/n	-		ath9k	-	-	1x 2.0	-		-	-	-		?	?	?	2	1	-	100-240 VAC, 50/60 Hz, 0.3 A, 5000 mAh battery		View/Edit data	NULL	NULL	TS-D084	TS-D084	NULL	https://www.pisen.com.cn/product/show/2649.shtml		https://downloads.openwrt.org/releases/21.02.3/targets/ath79/generic/openwrt-21.02.3-ath79-generic-pisen_ts-d084-squashfs-factory.bin	https://downloads.openwrt.org/releases/21.02.3/targets/ath79/generic/openwrt-21.02.3-ath79-generic-pisen_ts-d084-squashfs-sysupgrade.bin	https://downloads.openwrt.org/snapshots/targets/ath79/generic/openwrt-ath79-generic-pisen_ts-d084-squashfs-factory.bin	https://downloads.openwrt.org/snapshots/targets/ath79/generic/openwrt-ath79-generic-pisen_ts-d084-squashfs-sysupgrade.bin	see git-commit		unknown		media:example:genericrouter1.png	
15705965	WiFi Router	Planex	DB-WRT01	NULL	NULL	unknown 2018	?	https://git.lede-project.org/?p=source.git;a=commit;h=2efdc7c896fcd846e9a4732f93dc36e095d37a07	17.01.0	21.02.3	NULL	ramips	mt7620	mipsel_24kc	U-Boot	MediaTek MT7620A	1	580	?	?	2	-	?	?	-		?	b/g/n	-		unknown	-	?	1x ?USB (power)	-		?	?	?		?		?	1	1	?	5 VDC, 0.5 A		View/Edit data	NULL	NULL	DB-WRT01	DB-WRT01	NULL	http://www.planex.co.jp/products/db-wrt01/spec.shtml		NULL	https://downloads.openwrt.org/releases/21.02.3/targets/ramips/mt7620/openwrt-21.02.3-ramips-mt7620-planex_db-wrt01-squashfs-sysupgrade.bin	NULL	https://downloads.openwrt.org/snapshots/targets/ramips/mt7620/openwrt-ramips-mt7620-planex_db-wrt01-squashfs-sysupgrade.bin	unknown		unknown		media:example:genericrouter1.png	
15705966	WiFi Router	Planex	MZK-750DHP	NULL	NULL	Discontinued		https://git.lede-project.org/?p=source.git;a=commit;h=74db9511dc40410aceb6ab7122c965aa4bc42af3	15.05	21.02.3	NULL	ramips	mt7620	mipsel_24kc	U-Boot	MediaTek MT7620A	1	580	?	?	5	-	?	?	-		?	b/g/n	a/n/ac		unknown	-	-	-	-		-	-	-		?	?	?	9	2	-	12 VDC, 1.0 A		View/Edit data	NULL	NULL	MZK-750DHP	MZK-750DHP	NULL	https://www.planex.co.jp/products/mzk-750dhp/	https://www.planex.co.jp/support/download/mzk-750dhp/	NULL	https://downloads.openwrt.org/releases/21.02.3/targets/ramips/mt7620/openwrt-21.02.3-ramips-mt7620-planex_mzk-750dhp-squashfs-sysupgrade.bin	NULL	https://downloads.openwrt.org/snapshots/targets/ramips/mt7620/openwrt-ramips-mt7620-planex_mzk-750dhp-squashfs-sysupgrade.bin	unknown		unknown		media:example:genericrouter1.png	
15705975	WiFi AP	Plasma Cloud	PA300	NULL	http://?	unknown 2020	?	https://git.openwrt.org/?p=openwrt/openwrt.git;a=commit;h=5fc28ef47959c1256f2553d507224bb481b08494	21.02.0	21.02.3	NULL	ath79	generic	mips_24kc	U-Boot	Qualcomm Atheros QCA9533	1	650	16	64	2	-	?	?	-		Qualcomm Atheros QCA9533	b/g/n	-		ath10k	-	-	-	-		-	-	-		Yes	?	?	3	1	-	12-24 VDC, 1.0 A, 24 VDC passive PoE, PoE 802.3af/at		View/Edit data	NULL	NULL	PA300	PA300	NULL	https://www.plasma-cloud.com/product-detail/pa300/	http://?	https://downloads.openwrt.org/releases/21.02.3/targets/ath79/generic/openwrt-21.02.3-ath79-generic-plasmacloud_pa300-squashfs-factory.bin	https://downloads.openwrt.org/releases/21.02.3/targets/ath79/generic/openwrt-21.02.3-ath79-generic-plasmacloud_pa300-squashfs-sysupgrade.bin	https://downloads.openwrt.org/snapshots/targets/ath79/generic/openwrt-ath79-generic-plasmacloud_pa300-squashfs-factory.bin	https://downloads.openwrt.org/snapshots/targets/ath79/generic/openwrt-ath79-generic-plasmacloud_pa300-squashfs-sysupgrade.bin	see git-commit		unknown		media:example:genericrouter1.png	
15705976	WiFi AP	Plasma Cloud	PA300E	NULL	http://?	unknown 2020	?	https://git.openwrt.org/?p=openwrt/openwrt.git;a=commit;h=17e592049005f3f7e65429966b21b2d834f9c2f0	21.02.0	21.02.3	NULL	ath79	generic	mips_24kc	U-Boot	Qualcomm Atheros QCA9533	1	650	16	64	2	-	?	?	-		Qualcomm Atheros QCA9533	b/g/n	-		ath10k	2	-	-	-		-	-	-		Yes	?	?	3	1	-	12-24 VDC, 1.0 A, 24 VDC passive PoE, PoE 802.3af/at		View/Edit data	NULL	NULL	PA300E	PA300E	NULL	https://www.plasma-cloud.com/product-detail/pa300e/	http://?	https://downloads.openwrt.org/releases/21.02.3/targets/ath79/generic/openwrt-21.02.3-ath79-generic-plasmacloud_pa300e-squashfs-factory.bin	https://downloads.openwrt.org/releases/21.02.3/targets/ath79/generic/openwrt-21.02.3-ath79-generic-plasmacloud_pa300e-squashfs-sysupgrade.bin	https://downloads.openwrt.org/snapshots/targets/ath79/generic/openwrt-ath79-generic-plasmacloud_pa300e-squashfs-factory.bin	https://downloads.openwrt.org/snapshots/targets/ath79/generic/openwrt-ath79-generic-plasmacloud_pa300e-squashfs-sysupgrade.bin	see git-commit		unknown		media:example:genericrouter1.png	
15705978	WiFi AP	Plasma Cloud	PA2200	NULL	http://?	unknown 2020	?	https://git.openwrt.org/?p=openwrt/openwrt.git;a=commit;h=4871fd2616acb03fefe69b068955dba36eb00770	21.02.0	21.02.3	NULL	ipq40xx	generic	arm_cortex-a7_neon-vfpv4	U-Boot	Qualcomm IPQ4019	4	?	32	256	-	2	?	?	-		Qualcomm Atheros QCA9888	b/g/n	a/n/ac		ath10k	-	-	-	-		-	-	-		?	?	?	7	1	-	12 VDC, 2.0 A, PoE 802.3at		View/Edit data	NULL	NULL	PA2200	PA2200	NULL	https://www.plasma-cloud.com/product-detail/pa2200/	http://?	https://downloads.openwrt.org/releases/21.02.3/targets/ipq40xx/generic/openwrt-21.02.3-ipq40xx-generic-plasmacloud_pa2200-squashfs-factory.bin	https://downloads.openwrt.org/releases/21.02.3/targets/ipq40xx/generic/openwrt-21.02.3-ipq40xx-generic-plasmacloud_pa2200-squashfs-sysupgrade.bin	https://downloads.openwrt.org/snapshots/targets/ipq40xx/generic/openwrt-ipq40xx-generic-plasmacloud_pa2200-squashfs-factory.bin	https://downloads.openwrt.org/snapshots/targets/ipq40xx/generic/openwrt-ipq40xx-generic-plasmacloud_pa2200-squashfs-sysupgrade.bin	see git-commit		unknown		media:example:genericrouter1.png	
15705979	Router	PlatHome	OpenBlocks AX3-4	NULL	NULL	Available 2018	?	https://git.openwrt.org/?p=openwrt/openwrt.git;a=commit;h=80cfe3429174cf4cb9408f2d690c66051c2ee4be	17.01.0	21.02.3	NULL	mvebu	cortexa9	arm_cortex-a9_vfpv3	?	Marvell Armada XP MV78260	2	1333	128	1024	-	4	?	?	-		-	-	-	WLAN optionally available	none	-	-	1x 2.0	1		-	-	-		Yes	?	Yes	?	?	-	12 VDC, 1.5 A		View/Edit data	NULL	NULL	OpenBlocks AX3	OpenBlocks AX3	NULL	http://openblocks.plathome.co.jp/products/obs_a/ax3/		https://downloads.openwrt.org/releases/21.02.3/targets/mvebu/cortexa9/openwrt-21.02.3-mvebu-cortexa9-plathome_openblocks-ax3-4-squashfs-factory.img	https://downloads.openwrt.org/releases/21.02.3/targets/mvebu/cortexa9/openwrt-21.02.3-mvebu-cortexa9-plathome_openblocks-ax3-4-squashfs-sysupgrade.bin	https://downloads.openwrt.org/snapshots/targets/mvebu/cortexa9/openwrt-mvebu-cortexa9-plathome_openblocks-ax3-4-squashfs-factory.img	https://downloads.openwrt.org/snapshots/targets/mvebu/cortexa9/openwrt-mvebu-cortexa9-plathome_openblocks-ax3-4-squashfs-sysupgrade.bin	unknown		unknown		media:example:genericrouter1.png	
15705980	WiFi Router	Poray	IP2202	NULL	NULL	Discontinued		https://git.lede-project.org/?p=source.git;a=commit;h=169e1845216fb3fe7c436ef0e37e02a0bcc182b0	15.05	21.02.3	NULL	ramips	rt305x	mipsel_24kc	U-Boot	Ralink RT3052F	1	320	8	64	?	?	?	Yes	-	5	Ralink RT3052F	b/g/n	-		rt2800pci	?	?	1x 2.0	-		?	?	?		?	?	?	?	?	?	?	toh:poray:ip2202	View/Edit data	NULL	NULL	IP2202	IP2202	NULL			NULL	https://downloads.openwrt.org/releases/21.02.3/targets/ramips/rt305x/openwrt-21.02.3-ramips-rt305x-poray_ip2202-squashfs-sysupgrade.bin	NULL	https://downloads.openwrt.org/snapshots/targets/ramips/rt305x/openwrt-ramips-rt305x-poray_ip2202-squashfs-sysupgrade.bin	unknown		unknown		media:example:genericrouter1.png	
15705981	Travel Router - Battery powered	Poray	M3	NULL	NULL	Discontinued		https://git.lede-project.org/?p=source.git;a=commit;h=23d3b705df405e36b07253f9d16f2fb7757f03f0	15.05	19.07.2	NULL	ramips	rt305x	mipsel_24kc	U-Boot	Ralink RT5350F	1	360	4	32	1	-	-	Yes	-		Ralink RT5350F	b/g/n	-		unknown	-	?	1x 2.0	-		-	-	-		Yes	?	?	?	2	-	5 VDC (?USB), 11200 mAh battery	toh:poray:m3	View/Edit data	NULL	NULL	Poray M3	Poray M3	NULL	http://poraygd.ecol.xyz/products/wireless-networking-equipment/p1042527/11200mah-mobile-3g-wireless-router.html		https://downloads.openwrt.org/releases/19.07.2/targets/ramips/rt305x/openwrt-19.07.2-ramips-rt305x-m3-squashfs-factory.bin	https://downloads.openwrt.org/releases/19.07.2/targets/ramips/rt305x/openwrt-19.07.2-ramips-rt305x-m3-squashfs-sysupgrade.bin	NULL	NULL	U-Boot TFTP + serial recovery		U-Boot TFTP + serial recovery		media:example:genericrouter1.png	Image build disabled in master with commit d7d46da938e3
